ticker,company name,Company,industry,description,website,logo,ceo,exchange,market cap,sector,tag 1,tag 2,tag 3,Location_HQ,Industry,Laid_Off_Count,Percentage,Date,Source,Funds_Raised,Stage,Date_Added,Country,List_of_Employees_Laid_Off
TWTR,Twitter Inc.,Twitter,Online Media,"Twitter Inc is a social networking platform for public self-expression and conversation in real time. Its services are live, which includes live commentary, live connections, and live conversations. It generates a majority of its revenue from advertising.",https://www.twitter.com,TWTR.png,Jack Dorsey,New York Stock Exchange,25920571659,Technology,Technology,Internet Content & Information,Online Media,SF Bay Area,Consumer,200,0.1,2/25/2023,https://www.nytimes.com/2023/02/26/technology/twitter-layoffs.html,12900,Post-IPO,2/26/2023 20:58,United States,Unknown
TWTR,Twitter Inc.,Twitter,Online Media,"Twitter Inc is a social networking platform for public self-expression and conversation in real time. Its services are live, which includes live commentary, live connections, and live conversations. It generates a majority of its revenue from advertising.",https://www.twitter.com,TWTR.png,Jack Dorsey,New York Stock Exchange,25920571659,Technology,Technology,Internet Content & Information,Online Media,SF Bay Area,Consumer,40,,1/5/2023,https://www.theinformation.com/articles/musk-lays-off-twitter-engineers-working-on-advertising-as-ad-revenue-shrinks,12900,Post-IPO,1/6/2023 23:15,United States,Unknown
TWTR,Twitter Inc.,Twitter,Online Media,"Twitter Inc is a social networking platform for public self-expression and conversation in real time. Its services are live, which includes live commentary, live connections, and live conversations. It generates a majority of its revenue from advertising.",https://www.twitter.com,TWTR.png,Jack Dorsey,New York Stock Exchange,25920571659,Technology,Technology,Internet Content & Information,Online Media,SF Bay Area,Consumer,3700,0.5,11/4/2022,https://www.nytimes.com/2022/11/04/technology/elon-musk-twitter-layoffs.html,12900,Post-IPO,11/4/2022 14:48,United States,https://docs.google.com/spreadsheets/d/1OoD3pVxFl718fnxs_cEaOIbcj-45-qNKZFnE1jQW86M/edit#gid=0
W,Wayfair Inc. Class A,Wayfair,Retail - Apparel & Specialty,"Wayfair Inc operates as an online destination for the home good products in the United States. It offers a range of furniture, décor, decorative accent, housewares, seasonal décor, and other home good products.",http://www.wayfair.com,W.png,Niraj Shah,New York Stock Exchange,10590042329,Consumer Cyclical,Consumer Cyclical,Specialty Retail,Retail - Apparel & Specialty,Boston,Retail,1750,0.1,1/20/2023,https://www.wsj.com/articles/wayfair-is-preparing-to-lay-off-more-than-1-000-workers-11674161122,1700,Post-IPO,1/20/2023 14:25,United States,Unknown
W,Wayfair Inc. Class A,Wayfair,Retail - Apparel & Specialty,"Wayfair Inc operates as an online destination for the home good products in the United States. It offers a range of furniture, décor, decorative accent, housewares, seasonal décor, and other home good products.",http://www.wayfair.com,W.png,Niraj Shah,New York Stock Exchange,10590042329,Consumer Cyclical,Consumer Cyclical,Specialty Retail,Retail - Apparel & Specialty,Boston,Retail,870,0.05,8/19/2022,https://www.bostonglobe.com/2022/08/19/business/wayfair-cuts-870-jobs-including-400-boston-it-reacts-decline-sales/,1700,Post-IPO,8/19/2022 15:05,United States,Unknown
WDAY,Workday Inc.,Workday,Application Software,"Workday Inc is a SaaS provider offering enterprise resource planning, or ERP, software for medium and large enterprises. The company's product portfolio is built around human capital and financial management software.",http://www.workday.com,WDAY.png,Aneel Bhusri,Nasdaq Global Select,41657000000,Technology,Technology,Software - Application,Application Software,SF Bay Area,HR,525,0.03,1/31/2023,https://www.cnbc.com/2023/01/31/workday-lays-off-employees-but-will-grow-head-count.html,230,Post-IPO,1/31/2023 16:34,United States,Unknown
WDC,Western Digital Corporation,Western Digital,Computer Hardware,"Western Digital Corp is the global leader in the hard disk drive market. It develops, manufactures, and provides data storage solutions that enable consumers to create, manage, experience and preserve digital content. Its products include HDDs and SSDs.",https://www.wdc.com,WDC.png,Stephen D. Milligan,Nasdaq Global Select,13759249668,Technology,Technology,Data Storage,Computer Hardware,SF Bay Area,Hardware,251,,11/22/2022,https://www.bizjournals.com/sanjose/news/2022/11/22/western-digital-latest-valley-company-with-layoffs.html,900,Post-IPO,2/13/2023 17:50,United States,Unknown
YELP,Yelp Inc.,Yelp,Online Media,Yelp Inc is a provider of online platforms to connect buyers and sellers. It generates revenue by selling advertising space to businesses mainly in the United States.,http://www.yelp.com,YELP.png,Jeremy Stoppelman,New York Stock Exchange,3128509230,Technology,Technology,Internet Content & Information,Online Media,SF Bay Area,Consumer,63,,7/13/2020,https://www.cnbc.com/2020/07/13/yelp-will-bring-back-most-of-its-1100-furloughed-employees-next-month.html,56,Post-IPO,7/13/2020 21:02,United States,Unknown
YELP,Yelp Inc.,Yelp,Online Media,Yelp Inc is a provider of online platforms to connect buyers and sellers. It generates revenue by selling advertising space to businesses mainly in the United States.,http://www.yelp.com,YELP.png,Jeremy Stoppelman,New York Stock Exchange,3128509230,Technology,Technology,Internet Content & Information,Online Media,SF Bay Area,Consumer,1000,0.17,4/9/2020,https://layoffs.fyi/2020/04/14/yelp-laid-off-1000-employees-and-furloughed-another-1100/,56,Post-IPO,4/9/2020 13:20,United States,Unknown
YEXT,Yext Inc.,Yext,Application Software,"Yext Inc provides a knowledge engine platform that lets businesses manage their digital knowledge in the cloud and sync it to over 100 services including Apple Maps, Bing, Cortana, Facebook, Google, Google Maps, Instagram, Siri and Yelp.",http://www.yext.com,YEXT.png,Howard Lerman,New York Stock Exchange,1722766446,Technology,Technology,Software - Infrastructure,Application Software,New York City,Marketing,,0.08,1/23/2023,https://www.marketwatch.com/story/yext-to-lay-off-8-of-staff-01674510853,117,Post-IPO,1/23/2023 23:21,United States,Unknown
Z,Zillow Group Inc.,Zillow,Real Estate Services,"Zillow Group Inc provides real estate and home-related information marketplaces on mobile and web-based platforms. It helps customers on each stage of the home lifecycle such as renting, buying, selling, financing, and home improvement.",http://www.zillowgroup.com,Z.png,Spencer M. Rascoff,Nasdaq Global Select,7032333779,Real Estate,Real Estate,Real Estate Services,,Seattle,Real Estate,300,0.05,10/26/2022,https://techcrunch.com/2022/10/26/zillow-layoff-300-employees/,97,Post-IPO,10/26/2022 17:36,United States,Unknown
Z,Zillow Group Inc.,Zillow,Real Estate Services,"Zillow Group Inc provides real estate and home-related information marketplaces on mobile and web-based platforms. It helps customers on each stage of the home lifecycle such as renting, buying, selling, financing, and home improvement.",http://www.zillowgroup.com,Z.png,Spencer M. Rascoff,Nasdaq Global Select,7032333779,Real Estate,Real Estate,Real Estate Services,,Seattle,Real Estate,2000,0.25,11/2/2021,https://www.geekwire.com/2021/zillow-shutter-home-buying-business-lay-off-2k-employees-big-real-estate-bet-falters/,97,Post-IPO,11/2/2021 21:18,United States,Unknown
ZG,Zillow Group Inc.,Zillow,Real Estate Services,"Zillow Group Inc provides real estate and home-related information marketplaces on mobile and web-based platforms. It helps customers on each stage of the home lifecycle such as renting, buying, selling, financing, and home improvement.",http://www.zillowgroup.com,ZG.png,Spencer M. Rascoff,Nasdaq Global Select,7010992881,Real Estate,Real Estate,Real Estate Services,,Seattle,Real Estate,300,0.05,10/26/2022,https://techcrunch.com/2022/10/26/zillow-layoff-300-employees/,97,Post-IPO,10/26/2022 17:36,United States,Unknown
ZG,Zillow Group Inc.,Zillow,Real Estate Services,"Zillow Group Inc provides real estate and home-related information marketplaces on mobile and web-based platforms. It helps customers on each stage of the home lifecycle such as renting, buying, selling, financing, and home improvement.",http://www.zillowgroup.com,ZG.png,Spencer M. Rascoff,Nasdaq Global Select,7010992881,Real Estate,Real Estate,Real Estate Services,,Seattle,Real Estate,2000,0.25,11/2/2021,https://www.geekwire.com/2021/zillow-shutter-home-buying-business-lay-off-2k-employees-big-real-estate-bet-falters/,97,Post-IPO,11/2/2021 21:18,United States,Unknown
ZEN,Zendesk Inc.,Zendesk,Application Software,Zendesk Inc develops and sells the Saas software platform and other communication applications mainly in the United States. The Saas platform is used by organizations to communicate with its customers and resolve their queries.,http://www.zendesk.com,ZEN.png,Mikkel Svane,New York Stock Exchange,7331276033,Technology,Technology,Software - Application,Application Software,SF Bay Area,Support,350,0.05,11/7/2022,https://twitter.com/GergelyOrosz/status/1589676662593302528,85,Acquired,11/7/2022 20:13,United States,Unknown
ZEN,Zendesk Inc.,Zendesk,Application Software,Zendesk Inc develops and sells the Saas software platform and other communication applications mainly in the United States. The Saas platform is used by organizations to communicate with its customers and resolve their queries.,http://www.zendesk.com,ZEN.png,Mikkel Svane,New York Stock Exchange,7331276033,Technology,Technology,Software - Application,Application Software,SF Bay Area,Support,80,,8/4/2022,Internal memo,85,Acquired,8/5/2022 3:18,United States,Unknown
ZS,Zscaler Inc.,Zscaler,Application Software,Zscaler Inc is a cloud security company. It engages in developing a platform incorporating core security functionalities needed to enable users to safely utilize authorized applications and services based on an organization's policies.,https://www.zscaler.com,ZS.png,Jagtar S. Chaudhry,Nasdaq Global Select,5896123095,Technology,Technology,Software - Infrastructure,Application Software,SF Bay Area,Security,177,0.03,3/2/2023,https://www.crn.com/news/security/zscaler-discloses-layoffs-for-3-percent-of-employees,148,Post-IPO,3/3/2023 22:59,United States,Unknown
ZUO,Zuora Inc. Class A,Zuora,Application Software,"Zuora Inc provides cloud-based software on a subscription basis that enables companies in various industries to launch, manage, and transform into a subscription business.",https://www.zuora.com,ZUO.png,Tien Tzuo,New York Stock Exchange,2304595224,Technology,Technology,Software - Infrastructure,Application Software,SF Bay Area,Finance,,0.11,12/6/2022,https://www.morningstar.com/news/marketwatch/20221206496/zuora-beats-on-earnings-but-misses-on-outlook-while-announcing-layoffs,647,Post-IPO,12/7/2022 6:26,United States,Unknown
